destination,rating,text,month,translation_status,failure_reason
Sipadan Kapalai Dive Resort,5.0,"So much for the environment, sitting still and listening to the sea wind, so you can relax.",2025-07,translated_argos,
Sipadan Kapalai Dive Resort,1.7,"I1. **Overcrowded & Poor Dive Management**     - Some divers complain about too many people on boats, leading to chaotic dive experiences.     - Limited slots for Sipadan Island (which requires a permit), leading to disappointment.  2. **Outdated or Poorly Maintained Facilities**     - Rooms, bathrooms, or dive equipment may be old, broken, or not well-kept.     - Issues with air conditioning, water supply, or cleanliness.  -no comforter on bed3. **Unprofessional or Rude Staff**     - Some reviewers mention unfriendly or unhelpful staff, especially with last-minute changes or complaints.     - Poor communication regarding dive schedules or safety briefings.  4. **Food Quality & Limited Options**     - Complaints about repetitive, bland, or low-quality meals, especially for the price paid.     - Limited choices for vegetarians or those with dietary restrictions.  5. **High Prices for Mediocre Service**     - Some guests feel the resort is overpriced compared to other options in Mabul or Sipadan.     - Extra charges for equipment rental or unexpected fees.  6. **Environmental Concerns**     - Poor waste management or irresponsible diving practices harming coral reefs.",2025-07,not_applicable,
Sipadan Kapalai Dive Resort,5.0,"Room - spacious., have 1 queen size & 1 single for std room
Food - a lots. One of the chalet that provide lots of food.
View - masha ALLAH... So beautiful
Safety - have esscom that patrol daily basis of every chalet

Looking forward to come again",2025-07,not_applicable,
Sipadan Kapalai Dive Resort,3.7,"With Maldivesfeel, without Mardev's service, it's all in minutes and seconds, I'm in a dive package, I'm not packed, I'm in Shibadan for three nights, but I can only dive seven, but I have to pay nine potentials, the environment, the underwater world is a little disappointed, I've been to Shibadan for over a decade, I've been over-clean, I've got a lot of microparticles.",2025-06,translated_argos,
Sipadan Kapalai Dive Resort,5.0,"Perfect! Spacious rooms with an incredible view. The highlight of the 3 nights we spent there: the giant turtles!!!!! Absolutely fantastic, along with the variety of tropical fish. For diving, the experience with Wendy was excellent! We recommend it!
The meals were good and the staff were top-notch!
Thank you",2025-06,translated_manual,
The Taaras Beach & Spa Resort,5.0,"We stayed for 3D2N at the Garden Suite. The experience was amazing right from the start at Redang Jetty till we returned. Overall it was great all around...the place, the beautiful and enchanted beach, super friendly staff and their wonderful service with the superb room.

The privacy of the beach is great and flat white soft sands with clear blue green color ocean. Really great and relaxing just to be at the beach.

Special mentioned to Mr Bryan and En Zaidi, for their wonderful and superb service,",2026-03,not_applicable,
The Taaras Beach & Spa Resort,4.7,"The private bay in Malaysia's Hot Wave Island, with dusty white sand and Jell-O waves. The most striking is that the sea in front of the hotel can travel easily with turtles, with great privacy and a clear environment. The guest house is designed to be a little obscurantious and full of holiday rituals. While traffic is a little more expensive and expensive on the island, it's an absolute reward for the beauty of the sea and the silence!",2026-03,translated_argos,
The Taaras Beach & Spa Resort,5.0,It's a beautiful sea view. The whole resort is quiet and private. Hamdan Rajabu is responsible.,2026-03,translated_argos,
The Taaras Beach & Spa Resort,1.0,"I came from the other side of the island, via jungle trekking. I ran into some guests who were staying there and they invited me to join them at the restaurant.
The security guard wouldn't let me in, even though I was with guests staying there and told him I was coming to eat at the restaurant.",2026-03,translated_manual,
The Taaras Beach & Spa Resort,5.0,"The sea is like the Seychelles, this is the main advantage of the hotel, so we chose this accommodation. In the hotel and on the island spent 5 nights in early March, this is just the beginning of the season. The weather is excellent, without rain, but in early March there is still a slight wind and the sea is not as calm as in the season. | Pluses:|- crystal clear and clear water |- a snow-white beach with a convenient gentle entrance is not sensitive to tides / ebb |- a private beach, except for hotel guests in the bay there is no one |- a rich underwater world. A great place for diving and snoking | - silence, very few people, in early March the hotel had 10-20 people.| - huge base rooms in Malay style | - several restaurants with a variety of cuisine, but the prices are high, including alcohol, you need to be ready for this, as the place is isolated and there are no more options for food | - friendly staff, ready to help in everything. Special thanks to our personal manager Hamdan Rajab|Minuses:|-the lack of a balcony in the base rooms, despite the huge area |-the lack of European outlets in the rooms and adapters |- Breakfasts are monotonous and do not correspond to the level 5*|-the lack of flippers for rent for snorkeling at the home reef |-the tennis court needs renovation, we chose this hotel including due to the availability of the court.",2026-03,translated_argos,
The Taaras Beach & Spa Resort,5.0,"During the spring festival, it was decided to find an island for holiday, and friends recommended Hot Wave Island, which is a small island because of the sealing of the island. The view is impeccable, but it's not boring because of the rainy season and the beach of the hotel, but the hotel has other activities and it's very child-friendly! The hotel employees were very friendly, and the most impressive was the Chinese-speaking Xiang, the young man was very diligent, and, because of the large number of Chinese tourists, he was basically needed to translate, and then he came to ask if he had a good meal when he wasn't busy, and he was very fond of his children. Knowing that he's still at the internship stage and has a good career plan, I hope he'll get better and better! We'll come back during the summer for the Hot Island kids.",2026-03,translated_argos,
The Taaras Beach & Spa Resort,5.0,"It's just an amazing place, totally paradise. Very warm welcome with hamdan and hassni who are very busy with me and my daughter. And the rest of the staff. It's a place I'll come back to for sure.",2026-03,translated_argos,
The Taaras Beach & Spa Resort,5.0,"I went to TARAAS in Hotwater Island this spring, and it was really beautiful because their smiles and passions were so good for me, especially the Italian restaurant, which was very expensive, the beach was fresh, the beach at the hotel was fresh, I went to the beach every day, I went to the chair to see the sea, swim, take a nap, there were people at the hotel with different colours to help you, there was today's safety factor, there was a hotel with super-friendly children, there were many kids playing with, and there were some kids who were free of charge, but there were not many people at the hotel, there were not many people at the beach, there were not many people at the hotel who went to the beach, there were many people who went to the beach, there were not many people who went to the beach, there were many people who went to the beach, there were not many people who went to the beach, there were many people who went to the beach, there were many people who went to the beach, there weren't many people who went to the beach, and there were many people who went to the beach, there, and there, there were a few people I've lived here for four days. It's very comfortable. I think I'm going back.",2026-02,translated_argos,
Berjaya Tioman Resort - Malaysia,5.0,Best sitting here playing snooker look at the ocean looking for ghosts (but not even Nazir) And Syifa is very good,2026-06,translated_argos,
Berjaya Tioman Resort - Malaysia,5.0,A really good hospitality. Thank Berjaya Tioman Resort and PIC En Saiful for accomodating is during our three daya training in Tioman. The food was deliciois the staff very helpful and friendly. Grateful for the free trip to Marine Park.,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,Best! Thank you provide us free package to Marine Park.. ♥️,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Thanks to PIC, Saiful Zamri for the hospitality

Nice location near with kampung tekek

Nice room with android TV",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,4.2,"Nice hotel, a little far from the center area but easily reachable with their shuttle or by renting a bike (just outside the hotel). Room is spacious and clean, although furniture was a bit outdated. We had some issues of toilet door breaking, and the staff promptly came to fix it. The breakfast was very good, especially the home made roti canai.",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"It's a very nice and soothing view of Tioman Beraya. Throughout our innards, all the staff are very good, intimate and always helpful when necessary. Serves us best and makes us feel comfortable. Thank you all for your excellent service. Thank you very much. It's nice to welcome our family.",2026-06,translated_argos,
Berjaya Tioman Resort - Malaysia,4.2,"at the end of tekek, great beach and also you can see baby sharks at the jetty. Renggis island is just opposite but not recommended to swim across the jetty due to boat traffic. Most activities at the resort requires payment including table tennis, paddle etc. can also step outside the resort to have dinner and book sea activities (similar operators, but cheaper outside the resort).",2026-06,not_applicable,
Pulau Payar Marine Park,1.0,"Unfortunately, this was one of the most disappointing marine parks I’ve visited. We came here for snorkeling and an introductory dive expecting a beautiful, protected marine environment, but instead, large parts of the experience genuinely felt like swimming in a landfill.

There was an unbelievable amount of plastic and other waste both in the water and along the beach. While swimming, it was almost impossible not to encounter plastic bottles, bags, and other pieces of trash, sometimes even getting caught in your hair. I understand that currents can bring large amounts of waste into the area and that this is not necessarily something the park can prevent. However, what I cannot understand is how there seems to be so little organized effort to regularly remove it, especially from a place designated as a marine park and visited by tour boats every day. Everyone behaved as if this were completely normal and simply an everyday occurrence.

A French tourist family eventually took it upon themselves to start cleaning the beach and filled what looked like around 30 baskets with garbage. Seeing visitors taking responsibility for cleaning a marine park while people working there (mostly tour guides/divers)
carried on as normal was honestly quite shocking.

As for the marine life, we did see plenty of fish, which was nice, but unfortunately, most of the coral appeared to be dead or severely damaged. Considering this is a protected marine park, I expected a much healthier and more vibrant underwater ecosystem.

I really hope more is done to protect and maintain this place. If currents regularly bring this much waste here, then regular cleanups, collecting floating waste with nets, and better coordination with the tour operators visiting every day seem desperately needed. A marine park should be a place where marine ecosystems are actively protected, not somewhere visitors have to swim through plastic waste.

It was genuinely sad to see.",2026-08,not_applicable,
Pulau Payar Marine Park,1.0,"It was the absolute horror!
I have never been so disgusted in my life! Nature reserve?
You swim in a garbage heath! Madness! It is also nice that nobody cares about the place and through these strange platforms in the water the animal world dies!
Normally you have to pull me out of the water, but here I was just sitting on the boat because it was so disgusting!
It is a pity that the people make such a paradise deteriorate!",2026-08,translated_argos,
Pulau Payar Marine Park,5.0,Shamsul nice cook and view good,2026-07,not_applicable,
Pulau Payar Marine Park,5.0,A place to free dive And snorkel,2026-04,translated_argos,
Pulau Payar Marine Park,4.0,"Pulau Payar Marine Park is a stunning tropical paradise, perfect for snorkeling and diving. The crystal-clear waters reveal vibrant coral reefs and a diverse array of colorful fish. It is an unforgettable destination for nature lovers and families!",2026-04,not_applicable,
Pulau Payar Marine Park,5.0,"""3D Massachusetts refers to a combined Computer Vision concept with a three-dimensional visualization element used to produce more realistic and interactive virtual environments. In the context of the marin creative study the sea visualizes 3D animations, 3D -McKinzion acts as a creative approach to translating marin data, such as the shape of coral reefs, fish species, and seabed atmosphere, into a more convincing and easy-to-understand form of animation by people. Subject and visual reference in this study were obtained directly through a series of activities on Payar Island. Through this technology, visual experience can be improved because the audience not only sees shape and color, but can also imagine the depth, perspective, and motion that almost resembles the true state under the sea.""

Manual for 3D access -McKinzion:
1. Open your smart camera and override the QR code provided.

2. Once successfully charged, you will be taken to the offering page. Press the Launch button to open the application.

3. When the exposure is opened, the logo 3D-McKinzion will appear. Press that logo to get into the AR page.

Four. Use your smart camera to override trigger image (for example: exposed images) and enjoy the interactive 3D marin animation experience.

5.Spring complete, you may return to the subject's info page for further information.",2025-09,translated_argos,
Pulau Payar Marine Park,5.0,"The best dive should be in this place , i did the dive with (ninety nine island diver) center , it was the best choice, and i already rated them but with different account , all the guys in this center is good , thanks alot",2025-08,not_applicable,
Pulau Payar Marine Park,5.0,My lifetime experience with Scuba Club Langkawi..,2025-08,not_applicable,
Pulau Payar Marine Park,5.0,"In the glorious world of the sea bed in Payar Island, Langawi is very peddling. And must have been fascinated by the beach beauty and the rich forest area with the fauna there. Make a trade here.",2025-06,translated_argos,
Pulau Payar Marine Park,3.0,Payar Marine Park Island,2025-03,translated_argos,
Pulau Payar Marine Park,5.0,"We had a great experience at Pulau Payar. I was a little hesitant to go because I couldn’t find a lot of recent reviews. But I’m glad we booked a trip here. I imagine it’s a much better experience now that they limit the number of visitors per day to 100. That being the case, you need to book ahead of time to make sure you get a spot. (Bookings open around 1 month prior to scheduled visit.)

We did the “Intro Dive” package, which includes an assisted 30 minute scuba dive, limited depth, followed by snorkeling. As we had never scuba dived before (and had no certification), this was perfect for us to try out scuba. We really enjoyed it and have a good idea now if we want to pursue certification or not. A master diver will stay with you the whole time. After the dive, we were able to snorkel the rest of the time. I found the visibility to be pretty good and there were some nice coral formations and a good variety of fish. We saw a lot of colorful fish (parrot fish and others), some squid, an eel, and a few puffer fish (some really big ones too!) to name a few highlights.

Our day looked like this:
Met at the Scuba Club at 8:30am to register, try on gear, etc. Got on the boat a little after 9am and took the 1 hr-long, fast, bumpy, wet ride to Pulau Payar. Because we were doing the intro dive, we were on a boat with other scuba divers, while another boat took snorkelers only. So I can’t really comment on what the snorkelers in the other boat did. We went to a site off of the main island and did our dive. Then we snorkeled around while the others continued their dives. We had lunch on the boat (simple chicken and rice dish), then went to another site. After the divers got off the boat in deeper water, then boat took us to the shallower water for us to snorkel. There was a beach there also where we could relax. But most of the time we stayed in the water. After an hour or so, we got back on the boat and headed back to Langkawi. We arrived back, changed clothes and turned in our wet suits.

There’s limited places to change clothes. Either you have to use a small bathroom or a storage closet area. But it’s essential you change into dry clothes if you’re looking to take a Grab from there. In fact, they told us to walk away from the Scuba Club a little ways before ordering the Grab, otherwise they won’t pick you up because they assume you are wet.

Shout out to Hello Langkawi and staff members Maui (Aoi) and Nasi. They took good care of us.",2025-01,not_applicable,
Sipadan Kapalai Dive Resort,4.0,"So for the first time, we enjoyed it! Yes fie air conditioning is too weak but with fan it goes quite well. No it is not like in the Maldives, because you can not go from Gungalow to the water, because you can only snorkel very limited and the plant hald is not perfect everywhere.

Yes WLAN was only in the lobby area and eSim reception was actually not given in the room, therefore the concept with calls for a shuttle but somewhat questionable. Is really a huge minus the missing WLAN.

It has only one bar at the restaurant/lobby area. This is really a pity, beautiful places where only the beer or the wine is missing!

We spent a nice time and enjoyed it and recovered.",2025-06,translated_argos,
Sipadan Kapalai Dive Resort,5.0,Better than expected,2025-06,not_applicable,
Sipadan Kapalai Dive Resort,5.0,"You can see sea turtles, sea snakes, seabirds, sea stars, all kinds of seafish, all kinds of seafish, all kinds of seafish, all sorts of seafish, all kinds of water, all that is beautiful, all that waste, all the garbage, but the beach is a little bit of garbage, but, unfortunately, it's a hundred bucks for a tortilla, but the hotel and so forth is a very friendly staff, and the buggy is even more surprising that the room is equipped with a bathtub and that there's a lot of food every day.",2025-06,translated_argos,
Sipadan Kapalai Dive Resort,5.0,"Superb service, very accommodating staff.
Our villa was great except it was just soo hot in the day time, AC plus fan couldn’t help. I think they need to seal the tiny holes that comes with the structure or install a bigger AC unit.

Food is amazing and they refill the food trays as soon as they can. Line can be a bit long but it moves.",2025-05,not_applicable,
Sipadan Kapalai Dive Resort,4.7,"The incomparable view, the clear sea, the abundance of ocean life, the diversity of hotel food, is a little less entertainment, and it would be perfect if there was a SPA. If you don't go out to the sea and fish, it'll be a little empty, and you'll see a sea snake on the road in the morning and at night, or you'll be a little scared.",2025-05,translated_argos,
Sipadan Kapalai Dive Resort,5.0,"The room balcony has a view of sea turtles, a beautiful once-in-a-lifetime sight",2025-05,translated_manual,
The Taaras Beach & Spa Resort,2.0,"So, looks like this lady by the name of Anita Michael gives out generic comments to important feedback from guests. Probably an AI rendition sponsored by the Berjaya group. Who knows....because all the negative comments mentioned by other guests stand true and quite obviously this person has not been escalating the problems to the right channels. Or maybe she has and no one from the Berjaya group cares enough to resolve these problems.

Hamdan and his crew at the reception were amazing. There are some really good crew members in this resort. But clearly no one from the Berjaya group is stationed there to overlook day to day operations or bother to visit the resort to see how things are holding up

No one at the beach area is available to help with setting up the sun beds. They are always dirty. When you do ask for help, the beach crew do not respond or do not care to respond

The toilet reeks and the maintenance crew can only perfume the toilets so the issue doesn't occur again. Aircond was leaking, wifi was not working at one point. Windows can't close properly. The team did their best to fix all these issues, Hamdan made sure of it. But it is clear that Berjaya group themselves do not bother releasing the budget for better repairs and maintenance.

What once was a grand resort is now quite an embarrassment for the Berjaya Group. I went during the low season, but even then I felt like I paid a huge price for such poor facilities.

The restaurant uses sub par ingredients for their meals yet this resort charges an arm and a leg for meals. These prices are what you would expect to see at the Intercontinental or Regent ,(for much better quality)

Fact remains Berjaya is a local Malaysian business chain. I want to support local businesses but when a Malaysian company treats its customers like this, makes you wonder if it's worth supporting them. This is why I prefer to stick to international hotel chains, at least they keep up to the quality.

Redang Island itself is beautiful. But perhaps the next time I go there, I will stay at the Laguna. Why pay premium prices for Berjaya's lack of care? It's like a middle finger for those who bothered staying at their resort.

To Hamdan and his crew, you guys are amazing.",2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,"4th time already, everything perfect",2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,The resort and room was amazing the staff are simply wonderful they was so helpful I would recommend for anyone travelling to Redang the views was spectacular. 10 out of 10 .i will definitely return.Danny,2026-02,not_applicable,
The Taaras Beach & Spa Resort,3.0,"While the Taraas has the beautiful beach and location, the room badly needs an upgrading for such a steep price. The bathroom is quite smelly and you can tell it has not been refurbished for a while. We are saw lots of garbages at the west end side of the beach. The food is nothing ordinary except for the roti canai and char kuayteow. In addition, punctuality is non existant. We ended up waiting at the jetty twice and also we were late to take a boat back to mainland upon checkout as priority was given to the guests leaving to the airport.",2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,"The Taaras Beach & Spa Resort (Redang Island) review. I stayed at The Taaras Beach & Spa Resort on Redang Island, Malaysia. In short: the water clarity is next-level, the resort feel is strong, and it's perfect for anyone who wants a relaxing stay -- a real reward-yourself resort. The beach was genuinely beautiful, with a perfect contrast between the emerald-blue sea and white sand. Mornings were quiet and great for photos (a very reel-worthy location). The room was spacious and felt clean, and the balcony view gave a real resort feeling -- my mood lifted the moment we arrived. Staff were kind too, and everything from the airport boat transfer to check-in went smoothly. Best of all was the not-too-crowded, hidden-getaway feeling. Good fit for couples' trips, girls' trips, and slow relaxing getaways. Redang itself still has relatively few Japanese visitors, so it's especially recommended if you want an overseas resort that doesn't feel crowded with people like you. Staff I particularly liked: Hamdan Rajab was very kind and helped a lot during our stay, and Sarah taught us about so many fish while snorkeling -- it was a lot of fun! It's enjoyable even in the off-season, so please go try it. A resort I'd love to return to and take it slow again.",2026-02,translated_manual,
The Taaras Beach & Spa Resort,5.0,"We stayed in the Cliff Bay Suite during our 4D3N stay and the room was absolutely spectacular. The view was stunning and truly one of the highlights of the trip.

A huge shoutout to the resort staff, the service was exceptional. Everyone genuinely went above and beyond at their respective stations, and you could really feel the warmth and dedication in their service.

We also did diving at the resort, and my partner completed her Open Water certification here. Our lead diver, Aiman, was incredibly patient, calm, and experienced throughout the entire process. From start to finish, he made the experience feel safe and enjoyable.

The only downside for us was the restaurant food. Given the premium pricing, we were expecting a higher standard in terms of taste and quality.

Overall, it was a wonderful experience, and we would definitely return mainly because of the amazing, friendly staff who truly made our stay memorable.",2026-02,not_applicable,
The Taaras Beach & Spa Resort,5.0,The coffee making by Hakim was superb also love the cookies. Will repeat again when i'm coming to taaras.,2026-02,not_applicable,
Berjaya Tioman Resort - Malaysia,3.2,"Room was run down. TV channels are limited, some channel no sound. Toilet door not able to close. Shower was very bad, shower head keep bending down. Even with the shower curtain, the whole toilet get wet. Mosquito issue. BF was not up to standard. Not worth the money.",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,2.0,"The room has many things not working. The safe doesnt work so we have to carry our valuables with us. The lounge is broken. The bedsite light is falling off the hinge. We have trouble closing the bathroom and main door.

When I ordered food from the pool side the poor waitress who was been very helpful was harassed by the supervisor on the phone for not making us pay immediately as apparently we cant sign to our room. We are staying here for a week. Its not that we are going to run away",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,very comfortable and cozy living. Special thanks to alia and effa as the receptionist for their patience and help with making our stay a lot more smooth and enjoyable. Highly recommended resort with many activities and games to play with family and friends. Hope to come back again.,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,very nice and well organised,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,3.5,The facilities is dated and needs upkeeping. The room are similar. Attention to detail in the restaurant would go a long way. The receptionist and buggy drivers are helpful. Breakfast spread is decen.,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,1.0,"20260613 Saturday.
Today we took the Star Voyager to Tioman Island. Since we weren't prepared for any water activities, we decided to revisit some old memories at Berjaya Tioman Resort, where we stayed many years ago. A simple 30-minute walk from the terminal for a coffee and dessert sounded like a great idea.
But the adventure ended at the security post. Apparently, entering the resort requires an RM50 fee per person — even if you're just there for a coffee. Company policy, they said. 😄
So our most expensive ""maybe coffee"" ever ended before we even saw the menu. Well played, Berjaya. ☕💸😂",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,4.7,Location by the beach was excellent and free pick up from jetty was great.  Staff very welcoming and friendly and food in restaurant taste and service was quick.  Only slight negative was the cabin accommodation which was clean and perfectly ok for a short stay but could do with some renovation and TLC.,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,1.0,"Expensive, dirty and run down",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Excellent!!!!!!!
I am super happy with the stayed
I am happy with hospitality of Captain Loovi and Encik Saiful. Many Тнαик уσυ(•ᴗ•)♥️тнαик уσυ(•ᴗ•)♥️
Also indeed super happy with the Room by the sea. It’s really awesome. Terima Kasih sangat sangat Encik Rixal and  Encik Haiziey. All of best and keep it up Team cheers cheers cheers",2026-06,not_applicable,
Pulau Payar Marine Park,5.0,The water was so clear you can easily enjoy snorkeling and swimming with the fish.,2025-01,not_applicable,
Pulau Payar Marine Park,5.0,Beautiful park with lots of wishes,2024-12,not_applicable,
Pulau Payar Marine Park,5.0,"Went there for charity event , nice place n private..you can see many type of fish direct n clear, limited visitor.",2024-12,not_applicable,
Pulau Payar Marine Park,5.0,"Even at low visibility, still enjoy the scuba diving.

1st day Dive site: Coral garden, KM Nyireh
2nd day: Boiler, Bawah Jetty.",2024-02,not_applicable,
Pulau Payar Marine Park,5.0,Interesting place for dive and snorkel too.,2024-01,translated_argos,
Sipadan Kapalai Dive Resort,4.0,"We had a fantastic few days of diving with a great team; the boats are in good condition and the guides are excellent. I'm not giving 5 stars because at mealtimes the place fills up with Asian guests who clear out everything very early, and a lot of things don't get restocked afterward, especially the more special fruit. We enjoyed everything except mealtimes. If you do a night dive, you need to let them know in advance, because you'll end up with no dinner at all even if you arrive before closing time. Breakfast is also pretty weak — no yogurt, for example, the bread is terrible, and the only cheese they offer is poor quality.",2025-05,translated_manual,
Sipadan Kapalai Dive Resort,5.0,"There are fewer tourists in the resorts. The sea is so clear that it can be seen everywhere, from a herring, from a starfish, from all kinds of hotfish, and from many turtles if you are patient. The weakness of the waterhouse is that it is hot at noon and the air conditioning in the room is not cool, so it has to move to the restaurant or elsewhere, and the room is not equipped for entertainment and suitable for reading and development. Most of the staff are polite and service-oriented. Food is normal. It's a remote sandland.",2025-05,translated_argos,
Sipadan Kapalai Dive Resort,3.0,"The location and setting of this hotel is wonderful as it is all over the sea and a long way from land. The water is clear and shallow and there is loads of sea life all around so it’s like one big aquarium all the time. Unfortunately that’s where the good news ends, the hotel is dated and needs some updating and repair. The shower does not have hot water and there is a hot water switch is impossible to know whether it is on or off and you have to wait 15 minutes to get any hot water. Even then there is no guarantee that you will get any. There are no phones in the room so you need to call a landline number, which is the main office on the resort to order a golf buggy to get transported to the main parts of the resort. A buggy is necessary as the distances are quite long and the Sun is very hot with no shade. The rooms are large so it is difficult to get them fully the air-conditioned, which is necessary as it’s very hot here. The food is for the Chinese which I understand makes up 80% of the guests. Even then it is not a good standard in my opinion. I went with Malaysian friends and they said the same and they love Chinese food. There is no entertainment other than diving or snorkelling sad the worry about snorkelling is that there are plenty of sea snakes. We saw eight over the two days and most of them are by the steps that go into the water. The staff said they are not dangerous, but it is still a concern as they are seriously poisonous. I would recommend this location to divers although I did not visit any of the dive sites but the people I spoke to said they were good. Other than that this place will not keep you entertained for more than a couple of days at most.",2025-05,not_applicable,
Sipadan Kapalai Dive Resort,5.0,"It's a very, very relaxing and empty resort, and the sea view is priceless. I've never seen a turtle so close, I've seen a lot of herds, I've got a bad Internet connection, I've got to go online to the counter, I've got no TV, I've got to get a rest, not a 3C product!",2025-04,translated_argos,
Sipadan Kapalai Dive Resort,2.0,"It's beautiful. It's relaxed.
The room is very large, but the air conditioning is very small and the machine is older, and it is essentially hot in the room during the day.
The island's consumption can be recorded on the number of the house, with only potential and aqueous lungs.
Also, a half-day trip, which was written in the commercial, was to sign up for the counter, but the fact is, you have to write in and pay cash or the treasure... a man's fee is 250 kilts, no money, no other solution, if you want to go to a half-day trip and bring more cash!

There's no free WiFi here, and if you want to buy the Internet with the counter, if you have to buy the local Internet, the room's signal will be unstable.

There's a golf cart in and out, but you need to have a cell phone to call, there's no phone in the room. If you don't happen to see a golf cart passing by your door, you'll have to come out and eat.

The rules of each room are not necessarily the same: some rooms are standard locales in Malaysia and others are international.",2025-04,translated_argos,
Sipadan Kapalai Dive Resort,4.0,"This is our second visit and we love everything about the resort. Staff is great, rooms are really nice and the tub is great for warming up after a dive. The dive center is top notch with great guides (good evening karaoke too!) Food is fine, but could improve. The big thing that bothered us both times was the staff at the Semporna jetty. This group is awful. They are not friendly, don't communicate with guests and generally ignore anyone who is going to the resort. Even worse on our return from the resort they let the van leave for the airport without us. No checking of guests or even letting us know what was happening and we were sitting in the reception area!",2025-03,not_applicable,
Sipadan Kapalai Dive Resort,5.0,Good for snorkeling and a relaxing holiday,2025-03,not_applicable,
Sipadan Kapalai Dive Resort,4.0,"Great diving, every dive was good with some being amazing!  Terrible food with a buffet of complete chaos as, people push, budge the line and reach over top of each other to make sure they got their share which was ridiculous cause there was plenty of food for all!  The rooms were large, clean, had AC and really nice views.  The staff were all friendly and the dive master/guide I had was excellent and made the diving really fun!",2025-03,not_applicable,
Sipadan Kapalai Dive Resort,5.0,My expectations were low when booking this due to previous average reviews. But I was pleasantly surprised. This place is stunning! It looks like it may have had a recent reno as well? |The food was great. The people are great. The diving is great. No complaints here at all! We saw turtles around the overwater villas everyday as well as so many schools of fish. Highly recommend this place!,2025-03,not_applicable,
Berjaya Tioman Resort - Malaysia,4.0,"Wonderful service and beautiful spacious room! Breakfast was a good Malaysian spread too. The ala cart menu could use an upgrade though.

The hotel connects to the beach. We through enjoyed our time here with the family.

The hotel also provided complementary rides to the main gate and jetty their buggy service.

The staff were all ever helpful and friendly. Would we recommend this resort? Yes! It is very family friendly with lots of facilities like game room, pool, gym and more!",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,Family friendly hotel,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,4.0,Convenient and amazing view of sunset,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,3.0,"I had mixed feelings about my stay at Berjaya Tioman.

First, I would like to thank the front desk staff and buggy service team. They were friendly, welcoming, and always willing to help. They proactively informed us about the activities available at the resort, which made us feel valued as guests.

I would also like to compliment the diving team. The staff were professional, patient, and provided detailed explanations throughout the activities. Their friendliness and attention to detail made the diving experience enjoyable and comfortable, especially for guests who may be less experienced.

Unfortunately, the restaurant service was a completely different experience. The attitude of several restaurant staff members was disappointing. When we ordered lunch and coffee, the way they spoke to us came across as rude and lacking basic courtesy. What was more disappointing was that this was not a one-time incident. Throughout our four-day stay, neither my family nor I encountered friendly or pleasant service at the restaurant.

For a resort of this standard, guests should not have to feel uncomfortable when dining. I sincerely hope the management will look into this matter and provide better customer service training for the restaurant team. The friendliness of the front desk, buggy service, and diving staff deserves recognition, but the poor attitude at the restaurant significantly affected our overall experience.",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,3.0,"love the environment, buggy's driver and room service attitude all very nice and kind.facilities all quiet old but still have to charge everything, even table tennis. some workers attitude very disappointing, so bad, treating guest like we owe them money! Saturday morning, one of the workers were chopping tree right beside my room at 8 am, next morning at 7 am they were cutting grass. had to call the reception to ask them to stop. Why are these duty done in the early morning when guests are resting especially during school holidays and weekends? Tot this is a resort to rest and relax?",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,4.2,"Excellent location where hotel provide buggy services from room to any location inside the resort. Staff were all friendly and helpful with our needs. Delivering of items when we requesting also very timely. Reception counter also provide snorkelling, diving, and other water sports booking with reasonable charges. Renting of equipment also available if needed.  However, the sofa appeared to be a bit dusty below the cushion. Ants were seen inside the toilet sink. Otherwise the experience will be even more better.",2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,4.2,Great sea view and beaches. Private and serene,2026-06,not_applicable,
Berjaya Tioman Resort - Malaysia,3.0,Good hotel with lot of facility,2026-06,not_applicable,
